Right Upper Arm x_mean,Right Upper Arm x_std,Right Upper Arm x_min,Right Upper Arm x_max,Right Upper Arm x_auc,Right Upper Arm x_peaks,Right Upper Arm y_mean,Right Upper Arm y_std,Right Upper Arm y_min,Right Upper Arm y_max,Right Upper Arm y_auc,Right Upper Arm y_peaks,Right Upper Arm z_mean,Right Upper Arm z_std,Right Upper Arm z_min,Right Upper Arm z_max,Right Upper Arm z_auc,Right Upper Arm z_peaks,Left Upper Arm x_mean,Left Upper Arm x_std,Left Upper Arm x_min,Left Upper Arm x_max,Left Upper Arm x_auc,Left Upper Arm x_peaks,Left Upper Arm y_mean,Left Upper Arm y_std,Left Upper Arm y_min,Left Upper Arm y_max,Left Upper Arm y_auc,Left Upper Arm y_peaks,Left Upper Arm z_mean,Left Upper Arm z_std,Left Upper Arm z_min,Left Upper Arm z_max,Left Upper Arm z_auc,Left Upper Arm z_peaks,Class_mean,Class_std,Class_min,Class_max,Class_auc,Class_peaks,RMS_xy_Set1_mean,RMS_xy_Set1_std,RMS_xy_Set1_min,RMS_xy_Set1_max,RMS_xy_Set1_auc,RMS_xy_Set1_peaks,RMS_yz_Set1_mean,RMS_yz_Set1_std,RMS_yz_Set1_min,RMS_yz_Set1_max,RMS_yz_Set1_auc,RMS_yz_Set1_peaks,RMS_zx_Set1_mean,RMS_zx_Set1_std,RMS_zx_Set1_min,RMS_zx_Set1_max,RMS_zx_Set1_auc,RMS_zx_Set1_peaks,RMS_xyz_Set1_mean,RMS_xyz_Set1_std,RMS_xyz_Set1_min,RMS_xyz_Set1_max,RMS_xyz_Set1_auc,RMS_xyz_Set1_peaks,Roll_Set1_mean,Roll_Set1_std,Roll_Set1_min,Roll_Set1_max,Roll_Set1_auc,Roll_Set1_peaks,Pitch_Set1_mean,Pitch_Set1_std,Pitch_Set1_min,Pitch_Set1_max,Pitch_Set1_auc,Pitch_Set1_peaks,RMS_xy_Set2_mean,RMS_xy_Set2_std,RMS_xy_Set2_min,RMS_xy_Set2_max,RMS_xy_Set2_auc,RMS_xy_Set2_peaks,RMS_yz_Set2_mean,RMS_yz_Set2_std,RMS_yz_Set2_min,RMS_yz_Set2_max,RMS_yz_Set2_auc,RMS_yz_Set2_peaks,RMS_zx_Set2_mean,RMS_zx_Set2_std,RMS_zx_Set2_min,RMS_zx_Set2_max,RMS_zx_Set2_auc,RMS_zx_Set2_peaks,RMS_xyz_Set2_mean,RMS_xyz_Set2_std,RMS_xyz_Set2_min,RMS_xyz_Set2_max,RMS_xyz_Set2_auc,RMS_xyz_Set2_peaks,Roll_Set2_mean,Roll_Set2_std,Roll_Set2_min,Roll_Set2_max,Roll_Set2_auc,Roll_Set2_peaks,Class
0.014805980083333333,0.17041090644880022,-0.295757676,0.559333102,1.8518285049166665,27,-0.00873482785833333,0.23319970447610014,-0.981862025,0.63426456,-0.6629003006666669,31,-0.04339665148333333,0.14899119346247,-0.367807942,0.578966606,-5.177302400833333,30,0.05190114235,0.21291547185250043,-0.399749986,0.592468113,6.01295449775,29,-0.04763262340833334,0.183472140063798,-0.447115298,0.671559644,-5.565077427083333,26,0.03348178490833334,0.13097794170606736,-0.231850354,0.438150309,3.933136894249999,25,0.5,0.5020964452534338,0,1,59.33333333333333,0,0.16709528375214414,0.11706633026901113,0.01800649769774229,0.7239482968974874,19.65363798827986,33,0.15530367758519842,0.12229611937749366,0.012276498162826097,0.7162087113859533,18.141078516210598,36,0.13670388401667513,0.08851107300635537,0.01747656851755128,0.5418945029776241,16.051462677682704,32,0.15937116172749838,0.10161960269133591,0.021531997871045983,0.6082924388687567,18.705088271111855,32,-5.186695828459898,43.220431511342504,-82.49486328933004,78.29168155631658,-518.5220183976745,31,-2.5684555130877817,40.33502197388969,-84.18539812432543,80.9816305463587,-336.2296736382357,31,0.16909407038267685,0.11474572233944029,0.01176122151193831,0.47774556655609585,19.990696090849074,27,0.13614376863876104,0.09179832366958869,0.008464581434989711,0.5669956122961634,15.98614180029244,33,0.14923695686666186,0.10348280606073879,0.004405319764977907,0.4489878848575194,17.810670414938052,26,0.15780575770680147,0.09477908381016041,0.010248900118468159,0.46492198127026485,18.67535287785995,29,-14.055024292274519,39.67074939901107,-81.36502041022685,79.3928727066445,-1602.957929044166,28,0
0.029069618516666666,0.4703045065276836,-1.240959319,1.994361431,3.562285983499999,26,-0.04095029010833332,0.454609304780727,-1.038707757,1.294849749,-4.703354726583332,28,0.06460471076666667,0.4762999412905482,-0.601078685,2.521140694,7.697382162749999,24,-0.11645259390833335,0.7195107973300108,-4.345530977,2.216095578,-10.925774985916666,29,0.07480199579999999,0.5092264487570201,-2.446606607,1.098518491,9.262804625416665,28,-0.133059765195,0.6810872876506651,-4.034515619,1.088396616,-14.157045381183336,28,0.5,0.5020964452534338,0,1,59.33333333333333,0,0.36455169903995055,0.2849295083525195,0.003894220294050273,1.433300809546781,43.16135229597078,27,0.3386710109756152,0.32257348678377307,0.014373447565726463,1.801024056304822,40.21819466814219,27,0.30909397987337783,0.36084974258030145,0.03143770773583145,2.2730626824180598,36.596978122378864,30,0.35225626837196095,0.3088084472660359,0.029648331771579488,1.867694909082469,41.809061559878906,28,-8.340056914219854,44.464058461789655,-83.08217757997582,84.4425522787266,-969.8636313576874,29,3.993230200583629,39.72245988665882,-84.20993869748138,77.84045758424709,492.73455254655255,32,0.45144594604787575,0.43891498938914497,0.02158603193585542,3.107623733885269,52.70751233393928,32,0.4248348430491923,0.43742706045669005,0.009319449224436416,2.876134969259093,50.072207124509646,32,0.4502409601529542,0.5496652060673065,0.022219655046986274,3.394526706875968,52.69718687940097,31,0.4570431617474833,0.4640858443709711,0.026465292370385005,2.7974175113329003,53.54390783704853,30,18.570610401098612,37.85654424793178,-65.75493551356254,81.66506147868279,2240.0947021206184,33,0
-0.3697410448583333,0.8333533293684251,-2.499797013,2.301475319,-44.69460738091667,24,0.028117280875000015,0.8460873968465782,-1.904043899,2.472520879,4.952176570249999,23,-0.08615967087500001,0.8172349587819636,-1.79746908,2.92585671,-9.093617640333331,22,0.21641478400833336,1.1854512713562018,-5.3620628,7.010029076,26.59849780791667,31,-0.21745515733333337,1.213729166812591,-6.790861117,3.188920686,-25.348973955333335,22,0.027626644483333334,0.7886902145574608,-2.945012788,3.17285783,4.743699834166667,23,0.5,0.5020964452534338,0,1,59.33333333333333,0,0.7400069958761091,0.4714721026324731,0.10771759300908985,2.0831296083419444,87.57282905798564,29,0.6563755299478603,0.5114300850172135,0.04292749807339288,2.1007965892355167,77.54586649041227,25,0.7140542184106713,0.48958028774320544,0.07946597616627747,2.2516194722822087,84.61632398671686,31,0.73032159475113,0.4512204896559293,0.12151352194975501,1.8773774699859074,86.39280785554885,28,3.1133948019516304,37.47381973590045,-80.6037184857711,82.01455673498506,404.9369515255646,24,-20.988579819470512,40.45795339196201,-87.28203889834562,70.47424250544303,-2446.259946788046,26,0.8466249120217856,0.8740000436365115,0.06102182476685561,6.0096523941132425,102.80303623268694,25,0.7305106510332732,0.7305354349567784,0.010534409130864151,5.166497830641204,87.94315984142607,25,0.6456918065492979,0.7856470924987327,0.05975539469910897,5.440934407606736,78.49113872004855,33,0.7721495402505032,0.7729753742373877,0.04989008639644416,5.147861975415946,93.55217596169153,27,-7.109487893399936,45.8565725836912,-81.87139577005462,80.82793029528723,-857.1063677700529,29,0
0.3763062408833333,1.276250720498157,-2.957016568,4.087490848,46.40243289058332,23,-0.1953562134333333,1.0827766840053439,-4.463040117,3.035553899,-24.49133087966667,23,0.032012856833333325,1.0416252488971962,-3.023094261,3.155980856,6.291692254249998,26,0.028207285558333333,1.0076124689493782,-2.321893083,4.406947388,2.996171435000001,28,0.09527724932499998,1.198193030607038,-5.764824073,2.571724316,12.142165946999997,31,0.038976860333333335,0.84683401301813,-4.934294465,3.078801562,7.6014965576666675,30,0.5,0.5020964452534338,0,1,59.33333333333333,0,0.9577882801856348,0.7524519235840337,0.03778179887283683,3.1565702871809433,113.46585285217886,31,0.7862176021614495,0.7246521876486964,0.034290118370289314,3.802518352041095,92.06520342146223,31,0.9516775920776062,0.7179925797039587,0.07680241840606356,3.5015529785469366,112.27113359863309,26,0.939582668874673,0.6825970812258664,0.07143662595681857,3.105234103096171,110.78085690747133,30,-4.620221332901358,33.84594888528644,-83.22951374837481,82.47676501124641,-554.6272477948936,24,13.347305598244455,47.08438067497696,-78.72253233635965,88.66202374987934,1692.494648092266,29,0.8712662555772904,0.6818863393575689,0.01713135202960715,4.078005369289069,102.2994195682259,32,0.7549054620693915,0.7120877817030343,0.07463020995198356,5.168087704897188,87.89412560431018,36,0.7323315647009964,0.5714509539650288,0.08771411528225265,3.490683140782621,85.17685559711002,31,0.821029646053346,0.6165232388687244,0.11204608651429165,4.220613571602174,96.25132717793069,33,8.77370189784049,41.84882782322338,-86.55099001143394,80.7224690411312,1009.8561651015477,29,0
-0.20055994545000003,2.1607644147876117,-4.504275027,9.14553846,-25.898538314499998,27,-0.1397191778166667,2.143637426076652,-9.498332242,5.575290007,-16.233014128583342,26,0.2241849846166667,3.2114154543051843,-11.04431141,6.547050821,22.962541239000004,25,0.02610500518333333,0.9675503163839839,-3.228027192,2.965179376,3.884490055666669,25,-0.015566927299999993,1.4692658935464358,-3.228916681,5.463615867,-4.423358066083332,29,-0.032500695675,0.8572373034314867,-2.713695576,3.621227609,-5.590587332333332,26,0.5,0.5020964452534338,0,1,59.33333333333333,0,1.6360782615630556,1.4010425565097453,0.1469807204789979,7.623889765357191,195.15963540060014,30,1.9733404347191945,1.887477925883947,0.10671463420564428,7.80951229303294,233.46508908894185,32,2.0758281555404676,1.7864475022713648,0.12932683817774437,7.810885711506482,241.47782778409788,32,1.9887966689566139,1.60442640043935,0.27668170471725606,6.377565397167409,234.0591746719584,30,-7.26201111604463,32.71283906864149,-75.78290191028799,72.58098554033877,-861.1859440339749,28,-14.2776291382852,39.02833797895743,-83.14436752310976,84.1908879396131,-1687.0058412300712,29,0.9638629353473,0.78171284651826,0.028514506792150222,3.9697582978555648,114.98163849803005,35,0.914867750779934,0.7768122854184653,0.06662105456463524,3.897026997953455,108.88183591283612,34,0.7195401092247926,0.5606176784096158,0.016643240692749264,2.7593359875251626,85.13084268971562,30,0.9018910042635196,0.6760227291693701,0.17685943926928235,3.2863718648879314,107.07762756547258,33,-15.120623531413512,46.05236904379221,-86.75388440056484,82.62265674620097,-1924.6581151801831,24,0
-0.21740432514166666,3.0610017695759026,-15.24619771,11.17587775,-27.87351878866666,29,-0.07401987478333333,2.7975224840646784,-12.57434749,7.114545087,-11.754249121500001,25,-0.16079312970833334,3.665215496049452,-13.42702405,13.57870749,-22.67595909458332,25,0.024156108349999993,1.1672055764130096,-3.652390458,3.166013233,1.0686887950833317,28,0.07405572125833333,1.3042075890691602,-4.082741995,3.025000894,11.014433464916664,26,0.16746844069166666,0.9094001281917462,-2.764698734,2.938832684,20.981146505833337,29,0.5,0.5020964452534338,0,1,59.33333333333333,0,2.085968436696353,2.0583235359738827,0.09325764915952857,10.898847925741759,250.55403779109818,28,2.1916244005028505,2.4087727153978404,0.09987327216163745,12.810569175699012,266.9352791130128,31,2.3390641052256047,2.4334003897842864,0.12679698489359278,12.435464216946771,279.13340675646657,30,2.3024614284383462,2.211431978501489,0.1076245557437834,11.622305652266952,276.51564706886916,29,5.8748456310542645,35.14915901825621,-79.95704158597913,73.77235962182614,700.4464737498766,27,-11.808884222028182,42.821260753960296,-83.75700693014976,85.97762696231368,-1421.8361832015164,28,1.0360319808293903,0.6725625686576489,0.07092735124623122,3.6054947603468035,122.73806799789867,32,0.9335268261533987,0.6341082151180112,0.05369693188408732,3.334006132598228,110.58924693138043,32,0.9062299109178528,0.5300657317677442,0.05592313874918399,3.0866737217378297,107.51323607856816,36,0.9880558699114494,0.569022652771093,0.1157131268772122,3.348768132888954,117.07062200527967,29,8.46209502816057,40.130184880770834,-72.97765063203306,70.52087150529186,1050.2935768503116,28,0
-0.06172393734166664,3.0632919564467063,-13.25178472,17.10994669,-4.6581625810000045,28,-0.39659319355000017,3.757319397129735,-13.42276075,14.30654225,-47.67166228633333,24,0.14898528249166673,3.8590448820689507,-12.5353555,18.40962598,13.914681327416673,21,-0.04737111127500001,1.1946833940312576,-4.113861111,3.659479308,-6.180424996416665,24,-0.09366152262499998,1.245617855001792,-3.377851784,5.251625532,-10.358983310333333,27,-0.034316593099999994,0.9805396965859744,-4.005704076,4.168745313,-3.532063868749999,27,0.5,0.5020964452534338,0,1,59.33333333333333,0,2.107323275124559,2.7117704695268277,0.08694379742781294,14.92635803303239,250.33287894412584,30,2.323837701177,3.0248524044415253,0.11438005111601571,13.955181763748577,275.21425841183697,28,1.9882992625546503,2.8573676268808437,0.06364901446472766,15.75547729072506,236.88167772550563,23,2.216178043197732,2.8118862978905295,0.11119246189943688,13.503703155210633,263.0514534297779,24,-13.867367762612696,45.00366348392116,-81.77517779499424,84.16753699634332,-1704.3277959644881,25,-0.8606720298111933,32.990729276479996,-78.29807313702878,73.05484675484335,-67.83786176805195,27,0.952136789707832,0.7620944892588011,0.02423022123867937,3.8618513717530014,113.28955020735967,33,0.8176436192866239,0.7663998630062322,0.0658076579458896,4.74120281220988,97.59767479327819,30,0.8205224724923083,0.7191479024135917,0.03131914694478247,3.984016132750723,96.40998594525792,32,0.8951961087528647,0.7137357062174241,0.11163675368448658,3.966788353302141,106.26923551569377,33,-4.727168938304335,40.885004919647116,-84.17869559272948,85.68475293562138,-520.1065182840103,28,0
-0.02664411786666662,1.6174749133098347,-10.0262014,4.981956037,-4.0224462251666635,25,0.01693911669166669,1.3824832065722228,-7.139803387,3.943666582,-1.7831823881666664,26,-0.03457012909999998,2.372086751855725,-12.07901907,7.15437947,-2.307527284749994,27,0.16610229235833335,0.8599600074797048,-1.247235803,3.007577881,19.09344756408333,27,0.08754610476666665,0.7656996966925437,-1.722154933,2.399688359,8.657934753916667,29,0.10326850713333331,0.6639275563231587,-1.958066183,2.058442291,11.959613671499996,25,0.5,0.5020964452534338,0,1,59.33333333333333,0,1.0194988479531724,1.1027841568173748,0.03456713477649666,7.096246706161318,116.72706713438696,30,1.1921499887568638,1.5285974924210812,0.03570997348323452,8.95999671037922,138.9646847189028,27,1.3379644314410946,1.5222610634179465,0.11648827128476222,9.352718596075093,157.52960701695162,28,1.2490859047675011,1.3461687446641926,0.1672978548281414,7.640580483854754,145.77198917624415,30,7.173509514437791,30.653823515762575,-61.43405986978994,74.29457999624061,744.7854508894812,27,-1.6034168248188598,46.86879840571964,-84.058151870636,82.5398826182047,-217.89111877789722,26,0.6703202209563474,0.47705745882297645,0.0433636395719025,2.257150660441417,79.22298817330821,29,0.58764003575932,0.4178116914010117,0.023218066427596527,1.974514026056725,69.09464529657244,33,0.6212241942471847,0.469351571177932,0.04682376419789222,2.4749467661810116,72.44451266778398,31,0.649652754787369,0.42274720545545746,0.0484170586267173,2.113027566348145,76.37322992600237,28,-1.3580494554132423,40.77694905122588,-80.175352043698,81.63634854883843,-202.89399818065894,32,0
-0.02816165840833334,1.6244878332939314,-3.885860761,4.955652822,-4.165648897833334,21,-0.10466125706666667,1.3365364149369383,-3.955745199,2.266333062,-15.217536491916668,28,0.016515631683333327,1.2683483039603054,-3.434511168,2.863345566,1.291932678749999,22,-0.10986657416666666,0.9414313828060649,-2.416489699,2.31772155,-14.733565027416667,24,-0.09008732796666669,1.0570793929724367,-2.5772878,3.143032692,-12.55363125725,29,-0.00037718759166665005,0.7366781630435066,-2.161429948,2.40718815,1.7008124608333344,25,0.5,0.5020964452534338,0,1,59.33333333333333,0,1.2664927381167752,0.7752968212492579,0.13742887710815507,3.812519494922613,151.05743329869486,29,1.1219627959026568,0.6586352381489917,0.12228760513060977,2.8062306179436947,134.16786704965102,29,1.2280884082580743,0.7768502903278353,0.09564937412208352,3.979437026109792,146.63198008076122,26,1.2527674352599631,0.6578435608785954,0.1449492276701119,3.472940780552819,149.59297667721336,29,-1.4782446045114983,39.07555897044022,-83.10477863727584,81.24555066995391,-226.6722685483447,27,-5.488061299726711,42.55507485905667,-85.23269343704764,75.56519448633397,-683.4441139085384,24,0.8809516539139007,0.4789942545547469,0.07669403662840844,2.2952267489167477,103.44646002666569,30,0.782906745568791,0.46481615795325915,0.09771980108099142,2.2817124891138185,92.11305235862432,33,0.7278753409904599,0.43165422402150766,0.0854385539776824,2.015400393530377,86.66757761193135,30,0.8259239386629498,0.4095170530380899,0.1539802370640859,1.9747125549274556,97.4764962131479,33,-5.289084434016249,43.65008968606118,-84.55674916820115,77.64328115772012,-608.2869617201974,29,0
0.013273378533333314,2.0452325713878787,-5.024438097,5.867583562,1.9156071269166643,26,-0.03184262721666665,1.8302490933985365,-4.529868409,4.799161698,-4.386362168833332,24,0.13721355810833333,1.6990947824019393,-6.817796709,5.201530294,19.11715703291667,29,-0.004701520391666669,1.0098464992172316,-2.967451854,4.323800589,-0.31983463600000017,27,0.03291009971666669,1.3216291160561622,-5.243753536,3.429404818,2.4580339905833335,22,0.09615924832499999,0.6603862557458188,-1.708323944,1.918587101,12.493750001000002,28,0.5,0.5020964452534338,0,1,59.33333333333333,0,1.6729756465303558,0.9719191503911602,0.25353554083853114,5.240576113126136,198.47540654336967,30,1.4456541744116298,1.010392609287858,0.16504436391015664,5.787101653813206,172.3247087043381,29,1.5575550803810208,1.0479347297481034,0.09546102592716647,6.360459449690087,185.63451854959177,28,1.622363955773175,0.9087258509571168,0.4297898939165403,5.814052744864169,193.0457189774293,27,6.655569036795121,39.95546278058991,-87.83195540014141,82.46392031362186,779.5557003884599,29,3.921172851136978,43.428433702274795,-76.7155868817891,82.06166295596306,486.11735161185163,28,0.9710512656515842,0.657981411973046,0.0809112837219382,4.053547512048817,114.17369047767578,25,0.8619561578034529,0.5894091561752433,0.02291775463059846,3.708019394589469,103.77119294832255,25,0.7070874862740103,0.4779635044318713,0.06276041100794479,3.0761704491138278,82.89666630047279,35,0.8917952803934702,0.5186830221424039,0.118480735464487,3.3098015741060727,105.59241510169802,23,0.19487490788616987,48.32839497948464,-84.12254673313922,82.44517676995362,-23.889077477177604,28,0
