acc_mean_x_right,acc_mean_y_right,acc_mean_z_right,acc_mean_xyz_right,acc_mean_xy_right,acc_mean_yz_right,acc_mean_zx_right,acc_mean_pitch_right,acc_mean_roll_right,acc_std_x_right,acc_std_y_right,acc_std_z_right,acc_std_xyz_right,acc_std_xy_right,acc_std_yz_right,acc_std_zx_right,acc_std_pitch_right,acc_std_roll_right,acc_auc_x_right,acc_auc_y_right,acc_auc_z_right,acc_auc_xyz_right,acc_auc_xy_right,acc_auc_yz_right,acc_auc_zx_right,acc_auc_pitch_right,acc_auc_roll_right,acc_max_x_right,acc_max_y_right,acc_max_z_right,acc_max_xyz_right,acc_max_xy_right,acc_max_yz_right,acc_max_zx_right,acc_max_pitch_right,acc_max_roll_right,acc_peak_x_right,acc_peak_y_right,acc_peak_z_right,acc_peak_xyz_right,acc_peak_xy_right,acc_peak_yz_right,acc_peak_zx_right,gyro_mean_x_right,gyro_mean_y_right,gyro_mean_z_right,gyro_mean_xyz_right,gyro_mean_xy_right,gyro_mean_yz_right,gyro_mean_zx_right,gyro_std_x_right,gyro_std_y_right,gyro_std_z_right,gyro_std_xyz_right,gyro_std_xy_right,gyro_std_yz_right,gyro_std_zx_right,gyro_auc_x_right,gyro_auc_y_right,gyro_auc_z_right,gyro_auc_xyz_right,gyro_auc_xy_right,gyro_auc_yz_right,gyro_auc_zx_right,gyro_max_x_right,gyro_max_y_right,gyro_max_z_right,gyro_max_xyz_right,gyro_max_xy_right,gyro_max_yz_right,gyro_max_zx_right,gyro_peak_x_right,gyro_peak_y_right,gyro_peak_z_right,gyro_peak_xyz_right,gyro_peak_xy_right,gyro_peak_yz_right,gyro_peak_zx_right,acc_mean_x_left,acc_mean_y_left,acc_mean_z_left,acc_mean_xyz_left,acc_mean_xy_left,acc_mean_yz_left,acc_mean_zx_left,acc_mean_pitch_left,acc_mean_roll_left,acc_std_x_left,acc_std_y_left,acc_std_z_left,acc_std_xyz_left,acc_std_xy_left,acc_std_yz_left,acc_std_zx_left,acc_std_pitch_left,acc_std_roll_left,acc_auc_x_left,acc_auc_y_left,acc_auc_z_left,acc_auc_xyz_left,acc_auc_xy_left,acc_auc_yz_left,acc_auc_zx_left,acc_auc_pitch_left,acc_auc_roll_left,acc_max_x_left,acc_max_y_left,acc_max_z_left,acc_max_xyz_left,acc_max_xy_left,acc_max_yz_left,acc_max_zx_left,acc_max_pitch_left,acc_max_roll_left,acc_peak_x_left,acc_peak_y_left,acc_peak_z_left,acc_peak_xyz_left,acc_peak_xy_left,acc_peak_yz_left,acc_peak_zx_left,gyro_mean_x_left,gyro_mean_y_left,gyro_mean_z_left,gyro_mean_xyz_left,gyro_mean_xy_left,gyro_mean_yz_left,gyro_mean_zx_left,gyro_std_x_left,gyro_std_y_left,gyro_std_z_left,gyro_std_xyz_left,gyro_std_xy_left,gyro_std_yz_left,gyro_std_zx_left,gyro_auc_x_left,gyro_auc_y_left,gyro_auc_z_left,gyro_auc_xyz_left,gyro_auc_xy_left,gyro_auc_yz_left,gyro_auc_zx_left,gyro_max_x_left,gyro_max_y_left,gyro_max_z_left,gyro_max_xyz_left,gyro_max_xy_left,gyro_max_yz_left,gyro_max_zx_left,gyro_peak_x_left,gyro_peak_y_left,gyro_peak_z_left,gyro_peak_xyz_left,gyro_peak_xy_left,gyro_peak_yz_left,gyro_peak_zx_left,class
-0.8005,-0.59862,0.10528,1.0321,1.0151,0.62645,0.82301,-51.839,-36.204,0.19146,0.1498,0.15066,0.15698,0.16318,0.14567,0.1813,10.579,10.042,-20.061,-14.802,2.6001,25.742,25.314,15.508,20.623,-1304.1,-896.99,-0.51587,-0.29443,0.42017,1.3018,1.2988,0.97734,1.2609,-32.722,-13.105,6,6,6,5,7,6,6,10.083,32.731,13.848,65.392,53.478,59.332,37.763,23.191,42.129,35.143,21.982,23.173,25.178,24.097,182.93,623.22,296.19,1244.8,1010.2,1149.4,707.16,59.451,98.643,76.357,101.73,99.166,101.22,77.398,3,3,2,5,4,4,2,1.0475,-0.262,-0.24933,1.1917,1.1439,0.48695,1.0999,69.481,-7.182,0.58766,0.35203,0.21261,0.55231,0.56013,0.23055,0.57934,15.886,25.09,11.52,-2.652,-2.742,13.101,12.564,5.281,12.108,767.32,-65.965,2.621,0.336,0.167,2.6481,2.6322,0.94317,2.6369,89.61,46.765,2,3,2,3,3,5,3,25.234,-42.886,-6.3009,224.75,149.52,202.51,176.01,91.681,128.19,195.63,114.13,63.963,117.78,122.72,632.53,-931.89,-148.05,5286.9,3487.4,4756.8,4179.6,184.88,252.19,434.21,483.77,257.91,453.53,465.7,3,3,1,4,5,3,4,2
-0.72525,-0.50964,0.21445,1.1009,1.0569,0.61011,0.86799,-49.726,-31.293,0.51176,0.35028,0.21647,0.19285,0.20229,0.31716,0.3473,37.355,31.036,-20.198,-13.635,5.8447,29.856,28.682,16.38,23.585,-1384.7,-833.61,0.52124,0.019531,0.70093,1.8131,1.7723,1.2084,1.7825,40.954,10.541,7,8,7,6,6,8,7,-11.764,-114.75,27.586,177.86,166.88,146.09,99.972,94.102,130.1,70.726,110.63,102.13,118.76,65.246,-196.23,-2161.5,513,3274.5,3067.5,2724.3,1806.2,109.82,60.564,182.84,436.32,410.08,420.03,240.32,2,4,4,5,5,5,3,0.949,-0.10217,-0.15642,1.1405,1.0653,0.44186,1.099,66.41,1.2384,0.53944,0.3067,0.35767,0.33852,0.37537,0.21698,0.33226,45.073,20.234,11.042,-1.266,-1.931,12.78,12.016,4.8651,12.29,788.77,-2.1893,1.522,0.312,0.561,1.6507,1.6504,0.80164,1.535,89.779,28.742,2,2,3,2,2,3,2,-21.453,79.477,-46.662,211.21,175.03,187,120.08,101.81,253.08,96.337,215.61,222.53,213.78,85.746,-419.82,2100.1,-1104.5,4831,3981.3,4275.5,2750.4,90.244,704.33,80.793,729.39,727.94,705.82,287.55,3,5,4,4,3,5,5,2
-0.16997,-1.026,0.38038,1.3355,1.2172,1.1596,0.78043,-0.5069,-57.638,0.74006,0.51701,0.31787,0.5808,0.6322,0.46395,0.44326,33.733,18.693,-4.1228,-26.745,10.135,34.961,31.777,30.34,20.586,11.042,-1492.3,1.196,-0.12671,0.85767,3.4342,3.4317,2.5568,2.6524,54.302,-16.066,6,5,5,6,6,6,6,-18.186,33.277,-10.529,148.74,112.93,121.21,121.47,92.569,96.596,109.83,91.121,77.386,84.914,74.596,-321.38,708.16,-163.91,2891.7,2197.5,2353.7,2362.7,104.74,271.59,191.33,338.54,279.29,332.21,286.94,5,5,3,4,3,4,3,0.5295,-0.33617,0.8675,1.1072,0.66712,0.94313,1.0387,70.359,3.5908,0.16755,0.28305,0.21252,0.25717,0.22766,0.31493,0.15199,6.5606,20.724,6.009,-3.2985,9.213,11.809,7.1682,9.8839,11.218,778.76,66.321,0.841,-0.069,1.404,1.8717,1.2378,1.8366,1.4497,81.595,27.963,4,4,3,3,2,3,3,1.425,6.4475,2.5881,59.995,52.108,51.487,35.654,34.381,64.56,29.248,50.199,50.75,48.173,26.953,92.623,183.38,65.945,1532.9,1322.5,1354.3,888.23,57.805,249.51,46.89,250.51,250,250.03,123.68,6,7,6,6,7,7,7,2
-0.48031,-0.56236,0.58297,1.1785,0.98339,1.0141,0.82296,-13.436,-28.078,0.40904,0.66903,0.29711,0.43002,0.42575,0.3892,0.38137,31.46,47.468,-14.869,-17.799,18.085,36.655,30.598,31.548,25.574,-401.2,-887.31,0.34302,0.78223,1.1216,2.7853,2.5685,2.4061,1.769,52.984,66.445,11,7,9,8,9,8,7,22.721,19.897,-13.383,88.27,70.96,75.42,59.787,49.79,61.991,48.111,40.394,44.847,28.492,42.234,475.48,463.28,-318.83,1937.8,1564.9,1676,1283,153.16,129.41,69.573,193.7,190.37,139.34,154.15,5,6,4,6,6,7,4,0.47583,-0.39733,0.87708,1.286,0.81042,0.99396,1.2092,59.427,1.1867,0.7175,0.32926,0.5805,0.64381,0.57093,0.61567,0.58566,38.032,27.695,5.3295,-4.5885,9.68,14.485,9.2977,11.061,13.583,642.49,2.686,1.966,-0.011,2.338,2.68,2.0819,2.6645,2.3557,88.618,45.812,4,2,3,3,4,3,3,-0.25925,13.618,-7.9625,136.24,104.42,125.43,90.28,63.869,130.2,111.77,120.07,99.233,115.28,90.188,-28.204,364.51,-206.74,3204.7,2448.2,2952.4,2125.2,89.695,336.16,185.12,365.11,342.83,362.25,276.83,5,4,4,6,7,6,5,2
-0.96139,-0.75665,0.079314,1.7315,1.559,1.2667,1.1955,-35.387,-14.057,0.50892,1.0688,0.67546,0.55937,0.66057,0.7339,0.44726,42.787,46.489,-29.03,-22.994,1.7095,52.238,47.19,38.062,35.961,-1053.2,-435.36,0.32788,0.91016,1.866,2.8604,2.8597,2.8583,1.9495,67.187,68.787,9,3,8,8,6,9,10,-33.631,-4.4254,26.681,214.17,182.12,187.06,138.77,91.643,177.41,113.14,81.643,80.002,91.971,54.709,-804.62,-61.837,576.11,4814.1,4102.1,4218.5,3090.4,139.18,373.35,149.89,373.47,373.47,373.36,246.72,2,4,3,5,4,6,4,0.65393,-0.1918,0.18733,1.0533,0.75852,0.71419,0.99831,66.659,-2.5323,0.42696,0.28815,0.70231,0.32412,0.3827,0.32676,0.32168,11.923,33.401,9.4925,-2.757,2.196,15.049,10.969,10.054,14.264,934.56,-42.36,1.427,0.443,0.937,1.6041,1.5209,1.1559,1.5154,85.509,40.24,4,3,4,5,4,5,5,19.135,-7.8003,-8.9499,213.58,205.78,203.68,71.58,57.35,255.1,56.517,157.2,157.59,159.17,40.322,585.28,-273.87,-215.55,5668.5,5462.4,5430,1857.5,96.89,361.52,90.244,633.58,632.3,631.71,143.55,5,4,3,6,6,5,4,2
-1.0133,-0.43789,-0.465,1.4003,1.2472,0.89641,1.1923,-49.784,-11.56,0.51722,0.58251,0.47536,0.53673,0.50795,0.39443,0.55551,24.829,38.663,-28.595,-11.992,-13.419,39.433,35.05,25.168,33.715,-1393.5,-302.63,-0.088867,0.80273,0.50488,2.4283,2.216,2.0326,2.4206,7.7147,75.79,10,5,10,9,9,6,9,-14.773,12.804,-15.721,166.03,143.8,136.82,107.68,91.003,142.11,76.877,80.104,86.021,84.22,51.326,-374.92,414.36,-429.72,4352,3785.8,3567.7,2823.7,224.85,297.27,88.567,369.59,365.78,367.79,236.19,5,7,4,9,8,7,6,0.27367,-0.5935,0.8975,1.1792,0.69959,1.1163,0.97868,45.003,-39.306,0.24997,0.38266,0.3275,0.37945,0.37544,0.39664,0.29203,32.817,34.833,3.01,-6.442,9.551,12.701,7.6207,11.999,10.465,476.66,-423.55,0.703,-0.033,1.487,1.9309,1.2507,1.8927,1.5353,68.49,18.081,4,2,4,3,2,3,4,-43.529,-20.681,50.308,155.92,129.49,125.79,109.34,89.336,125.85,56.615,81.968,93.512,74.968,57.704,-903.42,-495.76,1195.9,3550,2920.9,2888.7,2476.1,88.171,121.71,138.29,384.85,383.45,374.62,236.57,3,5,3,4,5,5,4,2
-0.90484,-0.29642,0.23252,1.1893,1.0486,0.64909,1.0669,-57.796,0.12755,0.41374,0.50084,0.46216,0.40884,0.47215,0.41956,0.33282,31.884,29.711,-27.768,-8.4225,7.6458,36.212,31.782,19.463,32.873,-1794.7,27.066,-0.025879,0.47729,1.0857,2.2578,2.2482,1.979,2.0498,27.659,77.562,9,5,7,7,8,8,8,-19.921,-21.584,7.8535,88.91,75.127,77.446,52.468,37.595,73.295,51.935,47.149,42.578,48.788,41.528,-469.96,-576.71,158.08,2218.8,1890,1938,1280.4,38.628,155.34,121.36,191.47,190.55,189.35,150.5,4,7,7,8,8,8,8,0.6035,-0.71858,0.041667,1.0658,0.9747,0.84907,0.72132,45.353,-41.214,0.20533,0.3026,0.43645,0.21813,0.24074,0.24658,0.25349,16.792,25.492,6.454,-8.1235,-0.2045,11.566,10.757,9.2683,7.5612,478.99,-491.76,1.013,-0.237,0.885,1.3716,1.305,1.247,1.1405,72.433,19.914,1,3,1,2,2,2,1,-0.89429,-54.223,1.8293,206.52,197.7,197.47,66.198,56.88,218.57,50.453,110.09,115.29,112.68,34.819,17.134,-1251.3,3.3845,4830.3,4625.4,4620.7,1531.7,125,351.46,82.012,450.97,445.93,433.3,141.94,5,3,3,4,4,4,4,2
-0.80038,-0.46855,0.42673,1.2456,1.0746,0.81599,1.0453,-43.17,-12.821,0.45099,0.56963,0.39721,0.3949,0.47063,0.45551,0.28348,36.913,33.795,-19.944,-11.446,10.45,31.05,26.768,20.226,26.094,-1084.9,-310.16,0.37305,0.46704,1.1953,2.1854,2.1823,1.7984,1.6979,44.082,74.481,7,5,4,8,6,5,8,1.5428,-29.106,16.176,143.64,132.52,131.17,70.214,58.377,139.28,59.26,75.583,71.878,76.942,44.66,26.532,-463.21,321.12,2635.3,2426.4,2400,1313.7,82.21,323.8,121.25,355.27,346.61,333.06,146.49,2,5,2,5,5,5,4,0.82283,-0.35317,0.14308,1.0389,0.96888,0.50516,0.93986,66.944,-19.702,0.33729,0.3013,0.34831,0.21316,0.23483,0.30351,0.17995,18.655,23.91,8.98,-3.5815,1.477,11.289,10.517,5.2987,10.3,746.15,-208.26,1.122,0.088,0.787,1.4453,1.3158,0.9932,1.2083,89.132,6.783,2,2,2,2,2,2,2,16.615,-37.455,-29.808,149.98,130.24,138.94,77.291,59.252,160.75,60.916,111.22,116.1,109.01,47.194,497.75,-1201.9,-784.21,3841.6,3309.6,3559.7,2026.5,147.13,407.01,71.524,412,407.31,411.7,175.37,5,5,4,5,8,6,3,2
-0.66792,-0.53123,0.46013,1.0577,0.90869,0.75683,0.87998,-41.76,-25.802,0.3112,0.27422,0.27315,0.24973,0.2676,0.26169,0.22647,31.068,23.771,-21.292,-16.976,14.778,33.872,29.042,24.272,28.187,-1327.8,-822.57,0.47998,-0.01001,1.1528,1.4753,1.3996,1.3315,1.3163,41.231,35.156,8,4,7,9,9,8,8,-7.3845,5.8243,-2.2467,85.841,79.985,74.542,40.697,39.586,89.02,31.918,54.261,54.131,56.615,30.418,-196.78,263.89,-59.261,2118.7,1967,1825.1,1048.1,95.351,183.6,75.884,199.11,198.92,199.11,102.33,3,6,4,7,7,7,6,0.82742,-0.093083,-0.439,1.1422,0.99426,0.74456,0.99512,64.62,11.724,0.23297,0.57552,0.38073,0.27157,0.25177,0.30184,0.27577,15.045,30.641,8.992,-1.3135,-5.0245,12.373,10.627,8.0721,10.971,727.88,116.68,1.366,0.993,0.389,1.5486,1.492,1.1609,1.4276,84.807,62.968,4,1,3,3,4,2,3,-8.4477,-26.687,2.1772,129.6,121.31,115.54,60.943,48.283,136.6,45.22,79.57,80.32,86.734,24.082,-196.43,-545.03,78.443,2984.8,2788.8,2671.7,1401.5,101.83,316.58,106.16,333.93,316.61,333.91,108.96,5,6,5,8,8,7,6,2
-0.8347,-0.40842,0.20169,1.0041,0.95268,0.49125,0.8972,-60.474,-23.559,0.19017,0.16398,0.23249,0.097941,0.13234,0.21441,0.14286,15.187,11.021,-25.073,-12.319,6.1482,30.162,28.598,14.827,26.968,-1812.2,-705.96,-0.52026,-0.057617,0.64819,1.21,1.1664,0.83361,1.1301,-34.633,-3.1265,8,5,8,7,8,5,8,-26.43,16.567,30.041,69.573,50.602,57.694,59.346,31.475,30.469,40.879,22.399,16.29,18.927,25.706,-651.18,370.68,751.62,1680.9,1217.1,1387.2,1445.9,38.14,69.04,80.183,106.55,75.175,90.942,106.29,4,6,3,6,7,6,3,0.63708,0.20317,-0.562,1.0021,0.78886,0.74076,0.87333,65.193,38.667,0.24037,0.44956,0.35531,0.35076,0.26232,0.34542,0.37324,20.862,18.965,7.0065,2.4085,-6.555,11.355,8.8262,8.6957,9.8112,695.45,459.48,1.143,0.83,-0.08,1.7685,1.3578,1.3494,1.6094,88.682,66.65,3,3,2,2,3,3,2,-64.108,-41.405,-12.998,153.21,131.72,114.62,119.72,70.16,93.759,84.279,50.753,41.049,64.414,39.152,-1630.5,-789.54,-395.52,3392,2924.2,2487.3,2711,152.68,102.56,217.38,305.01,260.34,264.04,265.64,3,4,2,4,4,4,4,2
-0.89646,-0.36084,0.11867,1.1392,1.0424,0.60296,1.0241,-55.06,-14.446,0.28511,0.3637,0.46095,0.25344,0.2358,0.34339,0.23416,30.502,22.137,-25.673,-10.411,3.6757,32.862,29.982,17.609,29.476,-1580.9,-418.25,-0.17993,0.28467,1.178,1.6687,1.6457,1.5637,1.6479,42.286,32.843,9,6,6,8,9,4,9,14.522,-15.13,-17.644,131.44,122.6,95.553,91.894,95.446,94.264,51.056,57.953,52.646,50.287,58.737,286.76,-392.43,-359.09,3022.4,2847.6,2194.8,2078.4,168.9,158.19,39.985,218.79,197.73,197.69,216.24,3,6,4,3,5,6,3,0.86667,-0.0244,0.1428,1.1528,0.9696,0.69318,1.0791,70.686,19.175,0.71447,0.41769,0.67762,0.73988,0.69503,0.37591,0.74075,14.788,33.495,12.286,-0.334,2.095,16.464,13.827,9.9787,15.36,974.58,279.37,3.132,0.404,0.738,3.5694,3.1429,1.712,3.5598,88.627,70.213,4,3,4,4,4,2,4,-1.2624,55.888,19.153,190.08,169.26,175.27,91.772,88.867,177.01,97.881,122.13,112.8,112.42,95.47,-134.94,1596.7,397.56,4928.7,4422.9,4559.9,2315.5,191.28,511.89,267.68,534.49,534.26,512.12,325.22,3,5,6,6,6,6,5,2
-0.80047,-0.58274,0.45328,1.5872,1.2342,1.1257,1.4112,-20.032,-0.66264,0.67135,0.51796,0.97626,0.53416,0.39301,0.68581,0.46125,68.584,33.284,-19.746,-14.689,11.529,39.535,30.729,28.111,35.107,-499.82,-19.503,0.83496,0.15674,2.0022,2.6099,2.1224,2.5433,2.3661,74.62,53.082,4,2,3,6,6,4,5,-8.7666,2.3884,11.689,182.51,153.13,132.14,152.32,133.5,93.319,106,55.687,45.294,42.451,70.53,-325.89,15.8,356.1,3826.7,3222.9,2775.5,3175.4,196.66,128.19,202.03,248.92,214.28,202.04,248.92,1,4,3,3,4,5,3,0.91617,-0.015417,0.38308,0.99607,0.91729,0.38575,0.99504,87.788,7.5609,0.050456,0.044994,0.056009,0.03702,0.050778,0.056411,0.036494,1.7703,4.0272,10.047,-0.1865,4.194,10.919,10.057,4.2178,10.91,968.31,81.263,0.993,0.083,0.512,1.0483,0.993,0.51341,1.0452,89.827,16.263,3,2,3,3,3,3,3,-1.2677,2.5687,-7.6346,28.823,26.964,27.259,11.86,8.9113,30.947,6.0336,16.614,16.942,16.925,5.6157,-32.712,103.39,-174.82,648.53,604.87,611.51,274.27,13.841,48.72,4.878,73.055,72.071,72.576,21.959,5,5,5,8,8,7,6,2
-0.85539,-0.57714,0.083925,1.1884,1.0832,0.76435,0.99624,-48.603,-25.842,0.35663,0.21644,0.5242,0.31271,0.249,0.26441,0.37453,26.331,27.238,-27.471,-18.405,2.3412,38.127,34.752,24.441,32.002,-1558,-820.43,-0.071533,-0.19897,1.281,2.0035,1.7079,1.8154,1.9615,57.758,42.738,4,6,5,5,6,7,5,-2.2189,2.2774,-32.299,134.38,101.97,100.28,116.67,94.663,63.457,91.813,60.861,46.551,55.436,65.609,-130.16,21.258,-738.66,3241.2,2453.1,2426.6,2809,150.06,85.793,177.71,230.19,230.1,228.2,217.61,2,5,4,6,6,6,4,0.63683,0.038333,0.69767,1.0685,0.75451,0.77847,1.0076,72.43,22.681,0.31763,0.35974,0.23967,0.13155,0.23084,0.24155,0.15545,17.577,38.882,6.946,0.4655,7.659,11.775,8.3581,8.6286,11.044,779.82,245.29,1.042,0.507,1.078,1.3271,1.0669,1.1776,1.2885,89.94,65.995,2,2,4,3,2,4,3,-13.279,32.005,-18.178,61.434,55.038,53.634,37.436,36.82,60.896,34.467,62.632,56.26,57.584,40.182,-355.3,869.15,-485.4,1650.1,1479.8,1440.2,1004.5,31.28,160.43,16.463,220.33,216.08,170.33,151.02,5,7,5,7,7,7,5,2
-0.87584,-0.4936,-0.030509,1.1073,1.0583,0.5807,0.93763,-56.552,-27.309,0.3008,0.28733,0.29994,0.20277,0.24496,0.27693,0.25588,19.895,19.376,-25.413,-14.382,-1.1753,32.146,30.781,16.84,27.144,-1638.5,-798.5,-0.1687,0.08667,0.92017,1.5867,1.5773,1.2818,1.5844,-10.602,8.1944,7,4,7,8,8,5,8,6.6838,-10.353,-2.5208,131.64,122.37,111.22,73.584,75.164,145.36,51.208,106.84,106.08,104.46,51.507,107.53,-209.45,-60.892,2816.7,2622.6,2390.1,1556.7,229.77,499.5,77.637,509.1,503.14,505.49,238.8,4,4,7,5,5,5,6,0.45258,0.041583,0.90583,1.032,0.48419,0.9204,1.0186,77.893,37.937,0.13085,0.16432,0.046993,0.071014,0.1171,0.045524,0.077278,9.3894,22.108,4.836,0.416,9.983,11.296,5.2084,10.152,11.141,850.72,413.12,0.798,0.236,0.997,1.1894,0.81107,1.0106,1.1806,87.948,55.726,3,3,4,3,3,4,4,-4.8374,-2.0528,5.9299,41.42,38.369,37.912,17.08,13.835,58.264,12.376,44.884,45.593,45.707,10.062,-98.385,-117.07,147.78,920.86,848.03,838.95,391.25,24.573,138.29,24.939,142.54,142.26,138.59,34.553,3,5,4,6,6,7,4,2
-0.44567,-0.69397,0.39256,1.3438,1.0473,1.0707,1.1006,-20.363,-23.552,0.69736,0.48036,0.898,0.71739,0.53334,0.71189,0.63327,55.119,41.908,-11.524,-18.147,9.9445,35.024,27.406,27.93,28.606,-547.74,-579.07,1.9165,-0.0065918,2.1909,4.0169,2.5918,3.5302,3.6181,84.568,83.296,6,4,7,6,5,7,8,-41.222,-90.681,17.68,157.1,147.02,145.18,70.23,46.819,111.08,51.422,44.373,47.168,42.21,41.977,-872.39,-1881.4,380.18,3009.4,2823.4,2781,1324.7,89.832,173.41,104.82,213.9,198.17,198.57,167.06,4,3,2,5,5,4,3,0.51,-0.056417,0.74708,1.0664,0.58273,0.82478,1.0402,70.972,8.5292,0.41638,0.2551,0.38123,0.19813,0.39398,0.28401,0.17601,13.719,37.294,4.8985,-1.089,8.737,11.426,5.7031,9.2994,11.177,779.08,76.383,1.558,0.565,1.038,1.6608,1.6573,1.0547,1.5617,88.896,44.538,2,2,2,2,2,3,2,-5.7927,-8.1733,7.1951,135.29,129.65,127.43,46.45,47.461,187.38,30.691,139.16,141.17,138.68,32.128,-57.927,-406.74,171.83,3020.1,2885.2,2847.2,1031.5,99.817,413.6,39.085,452.54,449.5,444.33,133.25,4,4,4,3,5,3,4,2
-0.37973,-0.56568,0.68518,1.3711,0.90947,1.1282,1.194,5.4609,-11.654,0.72248,0.41195,0.86696,0.67228,0.55808,0.64411,0.65028,57.754,51.374,-7.1544,-11.919,14.089,28.406,18.677,23.683,24.597,128.61,-287.32,0.80713,0.044922,2.1848,2.5435,2.462,2.4377,2.4431,79.471,80.845,4,4,4,4,5,4,6,14.918,13.382,43.032,174.18,156.59,152.43,92.225,90.983,165.56,50.715,90.374,99.22,85.221,62.923,114.64,-53.651,680.52,2318,2057,2028.6,1258.3,229.18,314.04,109.59,394.42,388.77,321.01,238.64,3,3,3,5,5,4,4,0.418,-0.5116,0.6764,1.0948,0.82152,0.9177,0.89977,49.314,-31.633,0.42224,0.41452,0.28739,0.32591,0.30762,0.35029,0.2662,22.659,39.958,5.694,-7.707,9.74,15.517,11.593,13.073,12.723,683.27,-495.77,1.252,0.478,1.319,2.0179,1.5272,1.955,1.4106,72.091,42.536,3,3,3,5,4,3,5,-21.502,-0.82893,-14.216,125.4,113.43,106.52,75.744,71.506,131.61,48.248,95.512,97.75,89.869,46.618,-513.69,-54.942,-391.74,3255.2,2932.1,2791.2,1948,122.74,267.26,108.29,370.93,367.1,350.04,165.35,3,7,3,6,7,6,6,2
-0.43819,-0.62205,0.32391,1.6148,1.3621,1.2529,1.1895,1.9836,-4.7287,1.0427,1.0574,0.78801,0.91573,0.94149,0.79064,0.74369,53.857,58.342,-12.058,-18.778,8.9977,48.141,40.618,37.682,35.024,122.96,-183.06,1.9263,1.1294,1.8516,4.1084,4.1018,3.8492,3.3265,77.857,78.193,9,6,11,9,10,10,9,-9.317,23.384,1.8041,200.37,177.46,172.29,121.36,100.01,178.71,95.833,100.15,99.225,104.03,62.942,-315.34,552.57,60.678,4983.6,4445.6,4319.4,2943.4,225.7,424.89,163.78,455.81,441.76,446.61,260.75,4,6,5,5,6,6,5,0.84525,-0.18225,0.34333,1.0768,0.9651,0.61041,0.9717,67.986,7.4283,0.40632,0.47524,0.34121,0.4322,0.43645,0.31724,0.39935,15.572,29.954,9.27,-1.837,3.1915,11.575,10.612,6.3214,10.375,742.18,68.727,1.53,0.463,0.959,1.6426,1.6395,1.1364,1.5748,89.69,59.445,2,2,2,2,1,2,1,4.7307,24.019,-14.954,158.57,153.4,135.75,81.182,83.138,152.29,32.116,75.873,78.585,76.354,36.373,69.971,574.66,-343.14,3672.5,3550.2,3135.7,1895.2,102.26,280.92,36.524,319.63,319.3,282.19,159.57,4,5,4,5,5,5,7,2
-0.83684,-0.52156,0.42681,1.4628,1.2171,1.043,1.1588,-29.53,2.4764,0.58249,0.80696,0.75185,0.73323,0.68162,0.74948,0.65494,50.818,47.158,-25.52,-16.13,13.019,44.87,37.305,32.116,35.447,-829.29,77.745,0.37622,0.95361,2.0557,3.3526,2.9782,2.9466,3.2185,76.337,75.4,7,3,6,8,7,5,9,58.137,52.395,-12.373,205.47,177.04,161.88,152.85,119.05,141.37,110.01,92.783,87.98,87.596,74.176,1289.1,1171.9,-168.33,4315.9,3726.2,3414,3183,215.64,309.88,230.99,333.79,314.31,329.63,303,3,5,5,5,5,5,3,0.58342,-0.21258,0.64783,1.2275,0.83344,1.0293,1.058,59.342,18.594,0.44977,0.67233,0.57105,0.46386,0.56318,0.35979,0.36931,17.841,48.457,6.327,-2.093,6.708,13.385,9.1844,11.192,11.432,642.28,198.81,1.453,0.681,1.399,2.1547,2.1467,1.5938,1.6013,88.065,74.613,3,2,4,3,3,3,3,2.6401,-17.798,0.4517,200.19,186.53,193.14,70.763,53.411,254.96,63.028,174.78,179.06,174.84,40.406,53.508,-488.39,20.093,5378.3,5015.1,5197.2,1886.6,138.72,347.32,122.07,745.1,745.04,732.07,139.02,6,7,4,6,6,6,6,2
-0.78492,-0.27014,0.52375,1.0727,0.8831,0.64485,0.99984,-59.391,-2.1653,0.34725,0.231,0.3415,0.30735,0.28078,0.31334,0.35034,31.492,31.356,-16.683,-6.0636,11.35,22.814,18.664,13.846,21.361,-1262.6,-87.497,-0.041016,0.3877,1.467,1.7499,1.2348,1.4719,1.7458,50.702,83.968,6,4,6,6,7,4,7,13.123,2.8831,9.8618,63.957,57.26,48.52,47.379,44.291,48.061,23.724,27.375,30.857,21.53,20.202,187.98,-10.678,179.32,853.06,760.53,654.52,626.33,84.985,96.402,39.268,129.41,128.51,97.591,86.33,2,3,3,4,4,2,3,0.59908,-0.13725,0.813,1.022,0.61711,0.82573,1.0116,78.734,22.901,0.071496,0.049426,0.035435,0.04991,0.064668,0.038609,0.051263,4.1538,4.4699,6.5045,-1.5005,8.933,11.184,6.7054,9.0728,11.068,865.41,249.98,0.735,-0.037,0.868,1.1151,0.7377,0.87897,1.1094,86.663,31.168,3,3,3,2,3,3,3,1.6719,-6.8979,-4.8985,22.785,19.524,19.619,13.959,11.819,20.641,11.819,15.533,14.85,15.453,10.198,28.143,-153.69,-101.1,522.9,451.62,450.13,314.54,28.049,31.646,8.902,66.05,65.65,65.222,42.516,5,6,4,7,8,6,7,2
