FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,FFTE Feed flow SP,FFTE Out steam temp SP,Extract tank Level,Extract tank Out flow PV,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed tank level PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Out steam temp PV,FFTE Production solids PV,FFTE Steam pressure PV,FFTE Temperature 1 - 1,FFTE Temperature 1 - 2,FFTE Temperature 2 - 1,FFTE Temperature 2 - 2,FFTE Temperature 3 - 1,FFTE Temperature 3 - 2,FFTE Unk Temperature,TFE Feed pump,TFE Input flow PV,TFE Level,TFE Motor current,TFE Out flow PV,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,FFTE Discharge solids_FFTE Production solids PV_sum,FFTE Discharge solids_FFTE Production solids PV_product,FFTE Production solids PV_FFTE Discharge solids_sum,FFTE Production solids PV_FFTE Discharge solids_product
1.0,0.05414874380012959,0.5523735172612301,0.29436373406211963,0.19407916911325218,-0.10921122798291333,0.27847411088690754,0.07678572694028261,-0.029407398718157524,0.00035577547283127735,0.02710708789061297,-0.024896854765404954,0.0941861391459238,-0.0672902003025709,0.20927786166943035,0.031153741572376787,-0.04872482587525169,-0.0229228958958701,-0.02077153152107746,0.1619016372275776,-0.08835877299480382,-0.024152373376191784,-0.02746983370418936,0.10305282277358131,0.35203007087937327,-0.08562378909637895,0.0340316812812799,-0.036240938622392374,0.005522530009705461,-0.02852359542425138,-0.08383777344760364,-0.011247482301144083,0.07224135440364092,0.05080794337717406,-0.02541696450667111,0.048635640106994275,-0.05032557339796185,0.05584642250435786,0.07634417079203323,-0.022890647622765496,0.006491353316464973,-0.022890647622765496,0.006491353316464973
0.05414874380012959,1.0,-0.04203907428629278,-0.03717503299558885,-0.09776234048112817,-0.2954148237757645,0.2840027930300351,0.07519385545491464,-0.05219142728759884,0.07587255384967552,-0.0867834946938338,-0.2149724761649552,0.16249844274015168,-0.12673414572987057,0.10872500421495457,-0.10359623622234064,-0.1542536365632319,0.00020868123602115908,-0.21339112583584133,0.20764719952884664,-0.15163240222922345,-0.16372480221324842,-0.0890286782959671,-0.0039425427150176755,0.21375342694518115,-0.1512388636679239,-0.042706449871435605,0.007306489207752964,0.10778563017709274,0.0675707558359566,-0.11669316861380982,0.038272858939243724,-0.16477525308957847,-0.047950528932095594,-0.11834212495022467,-0.04394223380127842,-0.1057295553867413,-0.012077745723311729,0.1374489769317453,-0.21476647701531076,-0.20114519118699906,-0.21476647701531076,-0.20114519118699906
0.5523735172612301,-0.04203907428629278,1.0,0.25934332823378314,0.271772046352017,-0.0777401053534006,0.3259325495152421,0.01091126758116901,0.04034466493271048,-0.013991398624552632,0.0006085879336588714,0.003577336136209907,0.12481173026182157,-0.03273986634490309,-0.16242505879411898,-0.024002866519569007,-0.042411251253517704,-0.033413094006229244,0.004307907599915557,0.01956630597083508,-0.16920679461263696,-0.09906223324003216,-0.18544877658180525,0.007784860214311865,-0.05940555133866632,-0.16710009612772755,0.026243687505712612,0.010301880105626632,0.02952858585866826,0.011574177163030415,-0.058890297535906466,0.04069804158287439,0.0013029283574581129,-0.006715165328325837,-0.03217224204583805,0.04903410291788661,-0.0605579486374287,0.04915832527774452,0.08565806561738802,0.003954513151515462,0.05201058292341692,0.003954513151515462,0.05201058292341692
0.29436373406211963,-0.03717503299558885,0.25934332823378314,1.0,-0.16592673952439466,0.3761473303169135,-0.2878921818207982,0.02126605331540476,0.004408808281433148,-0.06682816302523074,-0.0012982556288786843,0.005123127196956031,0.01900452367422345,-0.011099751755889283,0.08754707735756916,0.05510043204021802,0.026987170708260438,-0.0013246258101366328,0.011768953449171862,0.055894592237154546,-0.0032284563871360318,0.00768806985219955,0.014053423766541473,0.07826378474631755,0.1485434779788107,-0.0017477746650395533,0.025036002361654423,-0.02065054361358448,8.633964971503305e-05,0.00639485646169042,-0.050371180506914436,-0.007805683657243467,0.054022175081146706,0.006025650040035054,0.01902399834817198,0.021470391762240908,-0.0399155626403901,0.023262130183811104,0.019510761096860094,0.00847906286310372,0.0135127344052524,0.00847906286310372,0.0135127344052524
0.19407916911325218,-0.09776234048112817,0.271772046352017,-0.16592673952439466,1.0,-0.24289819481224528,0.30306377121845623,-0.002736902611193917,-0.003802402163872405,0.019596266795743347,0.04532826296649264,-0.08733928269527452,0.10707973510346636,-0.08896125417036277,-0.12490752555793763,-0.08192431351477052,-0.10314920945159786,-0.025219124091687164,-0.09052629035865756,-0.025342734779011656,-0.1113077052780256,-0.0548825839805118,-0.12006624913737944,-0.03941893814117668,-0.07138606953926688,-0.10888074737678123,0.018578853155333423,0.004395244460428861,0.03287208224862807,0.013890901144655214,-0.005933701353261475,0.05946006538865391,-0.1021576610490846,-0.010071699438830578,-0.10421977514192624,0.03885246796001946,-0.0017418844834856545,0.05275851425800973,0.13739957467795239,-0.08918126681334004,-0.04291948325071237,-0.08918126681334004,-0.04291948325071237
-0.10921122798291333,-0.2954148237757645,-0.0777401053534006,0.3761473303169135,-0.24289819481224528,1.0,-0.8328429140755319,-0.04787682282173564,0.005190395125070808,-0.1539461238814937,0.02081393491031528,0.33794362841763725,-0.2537843666800165,0.2033046959375876,0.060210036359165345,0.21574096628332645,0.22350378644262836,0.05777954840781343,0.3344743590510872,-0.07395971098257768,0.20725951207123952,0.17958603366177325,0.1963067917559037,0.15498597126895644,-0.05052440567940436,0.20601606673325232,0.11283555669858444,0.0867282396340529,-0.10318424901939295,-0.08553020629335069,0.13934392482062735,-0.13619119718095613,0.3232791677854692,0.11705045875937231,0.2333803193396376,0.07422188668590424,0.06676165661203441,0.04254788904063361,-0.2518356616436503,0.3371253146755981,0.2728695809368951,0.3371253146755981,0.2728695809368951
0.27847411088690754,0.2840027930300351,0.3259325495152421,-0.2878921818207982,0.30306377121845623,-0.8328429140755319,1.0,0.05284257467576904,0.003520080370432896,0.12682754685744133,-0.026526354137714186,-0.30201427466554026,0.2713200930021284,-0.19889061093237959,-0.11837389695760482,-0.2155132934676399,-0.23274299048782274,-0.07435497180349641,-0.29995025499647937,0.06813408664909315,-0.2634743599747401,-0.20342116973715624,-0.2556698528959823,-0.15056120178499519,0.040135648933413995,-0.2617006496159357,-0.08224242977842097,-0.07978659236475076,0.10381436269006711,0.06251280724715058,-0.1497988593126365,0.1486275897941457,-0.29555494889251255,-0.1012315190875492,-0.21860394101932407,-0.04091096970950915,-0.0727885099048559,-0.0028152417812703505,0.259921638643653,-0.3018041248148646,-0.22731749959709238,-0.3018041248148646,-0.22731749959709238
0.07678572694028261,0.07519385545491464,0.01091126758116901,0.02126605331540476,-0.002736902611193917,-0.04787682282173564,0.05284257467576904,1.0,-0.0007975019985171982,-0.0017931184857875725,-0.04133227699464624,0.002217525698297977,0.06595994367346737,0.008982028856536525,0.17850677602197712,0.022594325548003606,-0.005875317145598372,0.006215437335277998,0.007415024425057116,0.036558092167413396,-0.046337666182642255,4.510573925446087e-06,0.0007856342443486698,-0.014995670618417972,0.2913498592973398,-0.046178604634599295,-0.03868500616472724,0.02653010587394654,0.047730557932308064,0.07233859656149852,-0.042004278384050756,0.05194009542475433,-0.011641651410665666,-0.06882038309963277,-0.05484679133857596,-0.042012841921387115,-0.05312986282324299,-0.040976028612967355,0.02592186604549927,0.004837197410113301,-0.004612875668553946,0.004837197410113301,-0.004612875668553946
-0.029407398718157524,-0.05219142728759884,0.04034466493271048,0.004408808281433148,-0.003802402163872405,0.005190395125070808,0.003520080370432896,-0.0007975019985171982,1.0,-0.015685606784983572,-0.05268638654475958,0.22076127720669236,-0.13155741640306193,0.5166435515221726,0.12384185756506005,0.28984235806279,0.46327973360781266,0.05300731391853465,0.23893388118853515,-0.05775916119953102,0.14385975282212618,0.1272969514382513,0.10232921621674389,0.049850116927472134,-0.05664384048134334,0.15016097564224748,0.03655734573630715,-0.07504714996643347,-0.15829446083188234,-0.050272975754142,0.08960466178787603,-0.1202510700096149,0.11048282125948779,-0.08281266577466326,0.09401276226295772,0.04038740665073541,0.113617731235905,0.012104497421584306,-0.12740961893191252,0.2305045403929784,0.2076930598308207,0.2305045403929784,0.2076930598308207
0.00035577547283127735,0.07587255384967552,-0.013991398624552632,-0.06682816302523074,0.019596266795743347,-0.1539461238814937,0.12682754685744133,-0.0017931184857875725,-0.015685606784983572,1.0,-0.07264367885946395,-0.2206890148445426,0.17519847823158569,-0.08640301762758232,0.046590755777873964,-0.07549749620546174,-0.06092594128991628,0.01728530375014132,-0.21345895549727156,0.06581870830169463,-0.007310874599702749,-0.02533519508985534,-0.006880641252998833,-0.045470661772802796,0.0318422177383886,-0.007410268161779987,-0.194078243751432,0.012041899586346204,0.10723236252159567,0.12076416751611498,-0.09511123539332468,0.09978923853680459,-0.21134946468842478,-0.16147740732443433,-0.22260516004651917,-0.15777017629499124,-0.08088058657380055,-0.12102330466883067,0.13090153149970052,-0.21765819566824557,-0.21295963999937548,-0.21765819566824557,-0.21295963999937548
